id,text_cleaned,text
1372972396693491715,rm proud rm rm twt,"@valtxnight RM WE ARE SO PROUD OF YOU 
#RMixtape_6주년_축하해 #넌_RM냥_너를해줘 #6YearsOfRMixtape #6YearsWithDoYou #4YearsWithChange #RM @BTS_twt"
1372620604826861572,honestly expected hate snydercut justiceleague really enjoyed infinitely better,I honestly expected to hate the #SnyderCut of #JusticeLeague - but I really enjoyed it. It’s infinitely better than… https://t.co/vlPoVh2cBy
1372974628071645188,rm proud rm rm twt,"@iSTRAWT4E RM WE ARE SO PROUD OF YOU 
#RMixtape_6주년_축하해 #넌_RM냥_너를해줘 #6YearsOfRMixtape #6YearsWithDoYou #4YearsWithChange #RM @BTS_twt"
1370042472563314690,sing jungkook bts twt bighit,"RT @realpinksweats: sing it Jungkook

https://t.co/2Sg4jAokCS

#정국 #방탄소년단 #BTS @BTS_twt @bts_bighit https://t.co/yHhUsjRus1"
1370042348424470531,bts suga celebrates birthday helping others making generous donation,"RT @WORLDMUSICAWARD: #BTS’ #Suga Celebrates 28th Birthday By Helping Others, Making A Generous Donation To The #KeimyungUniversityDongsanHo…"
1372788545740447749,rajkummarrao janhvikapoor varunsharma talk celeb reactions roohi exclusive,"#RajkummarRao, #JanhviKapoor and #VarunSharma talk about celeb reactions to #Roohi! [Exclusive] 

https://t.co/pCvFa8zrkJ"
1372618739254972416,right going see hours justiceleaguesnydercut snydercut justiceleague,"Right, I'm going in, see you in 4 hours #JusticeLeagueSnyderCut #SnyderCut #JusticeLeague"
1372965194654232578,ya know bumpin new justin bieber,RT @RealKhalilU: Ya’ll know I’m bumpin that new Justin Bieber 🔥 https://t.co/BdnMDaa5ht
1372964724703387658,justin bieber peaches jg enak bgt sumpah ahhhh sukaaaa twt jk please sing peachesoff face,RT @yooniminimoni: Justin bieber’s peaches jg enak bgt sumpah ahhhh sukaaaa 😭🥺🥺🥺💜💜💜 @BTS_twt jk please sing peaches/off my face you will so…
1372977117215006735,streamingke listen rm soundcloud twt,"RT @BTS_streamingKE: Listen to RM on Soundcloud 🎧

#6YearsOfRMixtape #RMixtape_6주년_축하해 #6YearsWithDoYou @BTS_twt

https://t.co/SMcxE6HaSA"
