id,text_cleaned,text
1373168909872984064,let us find uplifting amp positive ways look spread happiness around us,RT @totalkenya: Let us find uplifting &amp; positive ways to look after ourselves and each other as we spread happiness to those around us! #In…
1373168941867036672,perhaps bengal terror violence reign supreme elections kharagpur welcomes shri,Perhaps it’s only in Bengal when terror and violence reign supreme during elections. Kharagpur welcomes Shri Narend… https://t.co/S7lxGF4x5g
1362099022048206851,issues connect technology world politics fundamental importance future,"""The issues that connect technology to the world of politics are of such fundamental importance for the future."" -B… https://t.co/dpFTOr2gmY"
1372881975866880000,uttar pradesh bjp lost fight even fight one year stillreason law ordernoreason farmer,"RT @umakantsingh_IN: In Uttar Pradesh BJP has lost fight even when fight one year still,reason is law and order,no,reason is farmer protest…"
1373316909131726849,one ministry one month set target crores one city cities maharashtra,One ministry for one month set a target of 100 crores from one city and there are 10 cities in Maharashtra and 50 d… https://t.co/QdcAx36CZ1
1373319670330101760,aapko bhi sab pata hai wwe royal rumble match vaze lost parambirsingh,"RT @Foot_in_mouth86: @sanjaynirupam @Abzyk1 😂Aapko bhi sab pata hai. It's all WWE Royal Rumble match. 1st #Vaze lost, then #ParambirSingh w…"
1373321304166727684,one able touch sharadpawar decades despite underhanded dealings amp shady,"@ggiittiikkaa No one has been able to touch #SharadPawar in decades, despite his underhanded dealings &amp; shady conne… https://t.co/iZAM1fa45x"
1362092538795016192,manny sinder interview today speakers corner online new free speech social media,The Manny Sinder Interview TODAY at 7pm on Speakers Corner Online The New Free Speech Social Media #SpeakersCorner… https://t.co/8MEMkgR5SJ
1373169368113115137,salute farmers chose live roads save existence myfarmermypride farmersprotest,"RT @ShibliShekh: Salute to all the farmers who chose to live on the roads to save their existence! 🙏🏼

#MyFarmer_MyPride
#FarmersProtest ht…"
1362080541357469696,sachin tendulkar achieved centuries dhaka whole country erupted joy petrol achieved,"When Sachin Tendulkar achieved 100 centuries in Dhaka the whole country erupted in joy, now when petrol achieved 10… https://t.co/Fh67SACBhO"
1372623313495818240,would wait see shooter mccarthy said today virus came china think,"""I would wait to see what the shooter did,"" McCarthy said today. ""But the virus came from China and I think the kno… https://t.co/og0dS9siwW"
1373169051980099587,modi lying speeches every single time modi lielama middleclasskeburedin,"Modi is lying in his speeches every single time.

Modi is #lielama
#MiddleClassKeBureDin"
